Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Forward P/E Ratio,Payout Ratio,Beta
LNN,Lindsay Corporation,Industrials,154.66,0.006324252,,,0.978108799,1686.912037,32.7925049,0.208108255,1.002756098
LNT,Alliant Energy Corp.,Utilities,57.83,0.027840221,0.059210526,0.050246073,1.570730706,14472.41181,23.17068814,0.630815545,0.374547869
LNTH,Lantheus Holdings Inc,Healthcare,25.6,0,,,0,1730.664883,N/A,0,0.899005575
LOAN,Manhattan Bridge Capital Inc,Real Estate,6.85,0.064161927,0.25,0.045639553,0.4395092,78.740373,18.39743392,0.987883119,0.246876963
LOB,Live Oak Bancshares Inc,Financial Services,57.98,0.002068083,0,0.084471771,0.119907425,2481.411806,14.91439205,0.031471765,1.603121503
LOCO,El Pollo Loco Holdings Inc,Consumer Cyclical,17.38,0,,,0,636.764286,22.61477736,0,0.700160801
LODE,Comstock Mining Inc,Real Estate,2.89,0,,,0,156.509438,0,N/A,1.813394529
LONE,Lonestar Resources US Inc,Energy,10.4,0,,,0,105.113642,0,N/A,
LOOP,Loop Industries Inc,Basic Materials,10.56,0,,,0,448.222907,0,N/A,0.832634341
LOPE,Grand Canyon Education Inc,Consumer Defensive,87.79,0,,,0,3966.864367,14.89208544,0,0.723556423
LORL,Loral Space & Communications Inc,Communication Services,39.2,0,,,0,839.941458,0,N/A,2.013088625
LOVE,Lovesac Company,Consumer Cyclical,66.93,0,,,0,1011.882142,0,N/A,1.48940264
LOW,"Lowe`s Cos., Inc.",Consumer Cyclical,209.03,0.015308807,0.454545455,0.179789125,2.589020599,144739.2052,20.73330543,0.270535068,0.774172843
LPCN,Lipocine Inc,Healthcare,1.16,0,,,0,102.417154,0,N/A,1.214862621
LPG,Dorian LPG Ltd,Energy,11.46,0,,,0,461.590235,0,N/A,1.217238012
LPI,Laredo Petroleum Inc.,Energy,72.11,0,,,0,1158.917812,N/A,0,1.958327092
LPLA,LPL Financial Holdings Inc,Financial Services,146.81,0.006794144,0,0,0.997448316,11780.8467,25.3865825,0.174684469,1.233811875
LPSN,Liveperson Inc,Technology,68.24,0,,,0,4760.791988,N/A,0,1.129829252
LPTH,"Lightpath Technologies, Inc.",Technology,2.22,0,,,0,59.927865,0,N/A,1.042633953
LPX,Louisiana-Pacific Corp.,Industrials,61.04,0.010522235,,,0.642277206,5812.58918,4.642643115,0.055273426,1.387136347
LQDA,Liquidia Corp,Healthcare,2.69,0,,,0,139.81289,0,N/A,
LQDT,Liquidity Services Inc,Consumer Cyclical,24.24,0,,,0,859.076944,36.33997226,0,1.009848963
LRCX,Lam Research Corp.,Technology,608.98,0.00985254,,,5.182610415,86446.95266,22.11791777,0.192662097,1.823946387
LRN,Stride Inc,Consumer Defensive,35.68,0,,,0,1484.00124,20.76949574,0,0.771982064
LSBK,Lake Shore Bancorp,Financial Services,14.9,0.025951098,0.166666667,0.148698355,0.386671362,85.875018,0,N/A,
LSCC,Lattice Semiconductor Corp.,Technology,65.59,0,,,0,8945.468669,129.1820392,0,2.105756416
LSI,Life Storage Inc,Real Estate,121.62,0.021853294,-0.308411215,-0.04873477,2.657797596,9974.820338,54.33500566,2.373033568,0.333583886
LSTR,"Landstar System, Inc.",Industrials,160.11,0.005466766,0.19047619,0.201124434,0.875283949,6128.338178,20.66955887,0.11337875,0.753805119
LSXMA,Liberty Media Corp.,Communication Services,47.55,0,,,0,28433.41406,0,N/A,1.026489982
LSXMK,Liberty Media Corp.,Communication Services,47.61,0,,,0,28433.41406,0,N/A,1.070798519
LTBR,Lightbridge Corp,Industrials,5.01,0,,,0,33.053665,0,N/A,1.754224745
LTC,"LTC Properties, Inc.",Real Estate,33.36,0.068345324,0,0,2.219863576,1313.518108,21.35940724,1.413925845,0.868578695
LTHM,Livent Corp,Basic Materials,24.86,0,,,0,4015.926861,N/A,0,1.894496001
LTRPA,Liberty TripAdvisor Holdings Inc,Communication Services,3.67,0,,,0,355.354453,0,N/A,2.356192354
LTRX,Lantronix Inc,Technology,5.71,0,,,0,166.468838,N/A,0,0.940550525
LUB,"Luby`s, Inc.",Consumer Cyclical,4.15,0,,,0,128.524961,N/A,0,-0.019834786
LULU,Lululemon Athletica inc.,Consumer Cyclical,426.55,0,,,0,53152.62115,64.30971331,0,0.961672266
LUNA,Luna Innovations Inc,Technology,9.96,0,,,0,316.718428,0,N/A,1.311669823
LUV,Southwest Airlines Co,Industrials,49.08,0,,,0,29037.91486,N/A,0,1.237723954
LVS,Las Vegas Sands Corp,Consumer Cyclical,38.17,0,,,0,29161.48883,N/A,0,1.223351366
LW,Lamb Weston Holdings Inc,Consumer Defensive,61.57,0.015111516,,,0.930416013,8934.974244,28.11508573,0.430748154,1.125832321
LWAY,"Lifeway Foods, Inc.",Consumer Defensive,5.9,0,,,0,91.066122,18.1045969,0,0.536901713
LXP,Lexington Realty Trust,Real Estate,13.37,0.032161556,0.023809524,-0.092860489,0.421635302,3712.466163,14.65067409,0.458748016,0.871374755
LXRX,Lexicon Pharmaceuticals Inc,Healthcare,4.86,0,,,0,702.145837,18.43725118,0,
LXU,"LSB Industries, Inc.",Basic Materials,9.5,0,,,0,287.855425,N/A,0,2.633365563
LYB,LyondellBasell Industries NV,Basic Materials,92.15,0.049050461,0.076190476,0.058600034,4.293850805,30825.59116,7.547892057,0.351378953,1.262931714
LYFT,Lyft Inc,Technology,52.18,0,,,0,17035.29325,N/A,0,1.640103968
LYTS,LSI Industries Inc.,Technology,7.62,0.026020269,0,0,0.198274448,205.652728,35.04647719,0.927382827,1.213895621
LYV,Live Nation Entertainment Inc,Communication Services,86.83,0,,,0,19014.90891,N/A,0,1.386091467
LZB,La-Z-Boy Inc.,Consumer Cyclical,33.29,0.013462981,,,0.448182635,1475.518695,11.69357512,0.164169463,0.983903436
M,Macy`s Inc,Consumer Cyclical,21.93,0.027359781,,,0.150000006,6791.827251,13.16245591,0.091463418,1.000822032
MA,Mastercard Incorporated,Financial Services,343.04,0.005130597,0.1,0.18287762,1.718498232,335777.4377,46.68763038,0.23868031,1.395780339
MAA,"Mid-America Apartment Communities, Inc.",Real Estate,187.48,0.021868999,0.025,0.045639553,4.03579814,21545.18698,53.22848391,1.143285592,0.620286925
MAC,Macerich Co.,Real Estate,17.37,0.034542314,0,-0.267231854,0.590609666,3699.964558,N/A,N/A,1.084816438
MACK,Merrimack Pharmaceuticals Inc,Healthcare,4.63,0,,,0,62.089425,0,N/A,0.916137588
MAN,ManpowerGroup,Industrials,110.69,0.021845208,,,2.418046099,6003.036491,23.07972507,0.527957664,1.058619222
MANH,"Manhattan Associates, Inc.",Technology,156.69,0,,,0,9934.128921,100.6069243,0,1.35704162
MANT,Mantech International Corp,Technology,77.04,0.018825158,0.1875,0.12593381,1.45029017,2119.366394,16.19815342,0.451803791,0.824533853
MAR,"Marriott International, Inc.",Consumer Cyclical,143.9,0,,,0,46861.95049,53.19177127,0,1.469516549
MARA,Marathon Digital Holdings Inc,Financial Services,35.84,0,,,0,3570.886968,0,N/A,3.607037544
MARK,Remark Holdings Inc,Communication Services,1.21,0,,,0,121.962475,0,N/A,1.447938827
MAS,Masco Corp.,Industrials,57.23,0.013045989,0.740740741,0.186352016,0.746621925,14145.13609,27.25459747,0.369614815,0.787632497
MASI,Masimo Corp,Healthcare,274.45,0,,,0,15110.36648,67.54987429,0,0.794780535
MAT,"Mattel, Inc.",Consumer Cyclical,20.38,0,,,0,7112.014816,21.8303267,0,0.630119183
MATW,Matthews International Corp.,Industrials,33.84,0.025413712,0.023809524,0.048088384,0.85238005,1069.772787,76.45603106,1.937667766,1.175396657
MATX,Matson Inc,Industrials,83.12,0.011846268,0.304347826,0.095654258,0.984661837,3612.386888,8.893123801,0.106105801,1.284492364
MAYS,J.W. Mays Inc.,Real Estate,38.85,0,,,0,78.313053,0,N/A,
MBCN,Middlefield Banc Corp.,Financial Services,23.99,0.025999507,0.066666667,-0.099359974,0.62372817,147.451872,0,N/A,0.559986492
MBI,MBIA Inc.,Financial Services,10.96,0,,,0,596.287228,N/A,0,0.933905217
MBII,Marrone Bio Innovations Inc,Basic Materials,0.8789,0,,,0,154.936299,0,N/A,0.792911216
MBIN,Merchants Bancorp,Financial Services,37.09,0.009405109,,,0.348835495,1067.583687,0,N/A,1.02385545
MBIO,Mustang Bio Inc,Healthcare,2.88,0,,,0,260.804451,0,N/A,1.214252039
MBOT,Microbot Medical Inc,Healthcare,7.39,0,,,0,52.529103,0,N/A,0.62696478
MBUU,Malibu Boats Inc,Consumer Cyclical,68.63,0,,,0,1430.730914,13.0254724,0,1.236019662
MBWM,Mercantile Bank Corp.,Financial Services,30.45,0.02863311,0.071428571,-0.097119549,0.871878189,483.936339,8.475687664,0.247692667,1.057787866
MC,Moelis & Co,Financial Services,61.9,0.032549655,-0.7,0.050051691,2.014823641,3776.424169,12.36943027,0.435167093,1.08787336
MCB,Metropolitan Bank Holding Corp,Financial Services,79.31,0,,,0,661.777947,0,N/A,1.210252473
MCBC,Macatawa Bank Corp.,Financial Services,7.5,0.042089848,0,0.216728684,0.315673862,256.442378,8.08660373,0.340092504,0.907515255
MCD,McDonald`s Corp,Consumer Cyclical,242.49,0.021279228,0.032,0.06535015,5.117001929,181091.2592,26.25919104,0.557407618,0.605673484
MCF,Contango Oil & Gas Company,Energy,3.91,0,,,0,784.684884,N/A,0,1.873083144
MCFT,MasterCraft Boat Holdings Inc,Consumer Cyclical,25.61,0,,,0,487.170527,8.673144516,0,1.24050501
MCHP,"Microchip Technology, Inc.",Technology,161.1,0.010862818,0.1875,0.039238515,1.601899201,44147.87155,92.24377674,0.925953295,1.870911373
MCHX,Marchex Inc,Communication Services,3.18,0,,,0,116.882585,N/A,0,1.015294577
MCK,Mckesson Corporation,Healthcare,207.75,0.009049338,0.119047619,0.109144079,1.724208959,32133.64213,N/A,N/A,0.92817982
MCO,Moody`s Corp.,Financial Services,370,0.006702703,0.107142857,0.108761132,2.413506588,68894,32.90066858,0.217629088,0.797201115
MCRB,Seres Therapeutics Inc,Healthcare,7.12,0,,,0,653.036226,N/A,0,1.713971609
MCRI,"Monarch Casino & Resort, Inc.",Consumer Cyclical,66.41,0,,,0,1235.193858,23.61386131,0,1.362030381
MCS,Marcus Corp.,Communication Services,16.32,0,,,0,396.44087,N/A,0,1.278604526
MCY,Mercury General Corp.,Financial Services,57.08,0.044323756,0.003968254,0.003192403,2.489872269,3160.564579,6.298755977,0.274820339,0.590370124
MD,MEDNAX Inc,Healthcare,29,0,,,0,2502.895199,N/A,0,0.98670833
MDB,MongoDB Inc,Technology,506.99,0,,,0,33551.63543,N/A,0,0.991052135
MDC,"M.D.C. Holdings, Inc.",Consumer Cyclical,51.55,0.031037827,0,0.098560543,1.524682006,3640.473939,7.160437711,0.216574149,1.30326179
MDGL,Madrigal Pharmaceuticals Inc,Healthcare,81.74,0,,,0,1356.887842,0,N/A,0.518778242
MDLY,Medley Management Inc,Financial Services,5.88,0,,,0,18.003731,0,N/A,
MDLZ,Mondelez International Inc.,Consumer Defensive,60.94,0.022973416,0.105263158,0.106398022,1.250327786,85182.99498,19.82382941,0.415391291,0.61651393
MDP,Meredith Corp.,Communication Services,42.3,0,,,0,1722.453674,5.910959758,0,1.21334969
MDRX,Allscripts Healthcare Solutions Inc,Healthcare,14.26,0,,,0,1782.654978,2.347609568,0,0.810325399
MDT,Medtronic Plc,Healthcare,129.7,0.017887433,0.086206897,0.079380129,2.352638428,174304.3721,44.91223194,0.822600849,0.838375939
MDU,MDU Resources Group Inc,Basic Materials,29.97,0.028361695,,,0.841582112,6066.854972,14.52467475,0.404606785,0.783852453
MED,Medifast Inc,Consumer Cyclical,219.55,0.023045538,0.256637168,0.347186348,5.059647931,2575.314474,17.11479451,0.3993408,1.27381817
MEDP,Medpace Holdings Inc,Healthcare,186.02,0,,,0,6663.108418,38.07903954,0,1.000861504
MEI,"Methode Electronics, Inc.",Technology,43.09,0.010865575,0.272727273,0.092388464,0.468197613,1644.785675,12.58443516,0.137301353,1.155677598
MEIP,MEI Pharma Inc,Healthcare,2.69,0,,,0,303.10516,N/A,0,1.07555192
MERC,Mercer International Inc.,Basic Materials,11.05,0.023345531,0,-0.10783927,0.257968112,729.71495,0,N/A,1.218278772
MESA,Mesa Air Group Inc.,Industrials,7.93,0,,,0,284.61586,0,N/A,1.790565045
MET,Metlife Inc,Financial Services,61.72,0.031108231,0.043478261,0.037137289,1.858186146,52887.71129,11.98452556,0.378449317,1.177321405
MFA,MFA Financial Inc,Real Estate,4.64,0.052902774,,,0.245468871,2045.367991,8.126859468,0.437946246,1.328290983
MFNC,Mackinac Financial Corp.,Financial Services,21.5,0,0,0.069610376,0.552702955,0,0,N/A,
MG,Mistras Group Inc,Industrials,9.16,0,,,0,269.596012,118.2957489,0,1.802689593
MGEE,"MGE Energy, Inc.",Utilities,76.68,0.020213876,0.047297297,0.047334277,1.486456068,2773.007212,26.31585791,0.510809645,0.744100066
MGEN,Miragen Therapeutics Inc,Healthcare,23.01,0,,,0,89.926716,0,N/A,0.393042157
MGI,Moneygram International Inc.,Financial Services,9.05,0,,,0,828.128838,N/A,0,1.197777467
MGLN,Magellan Health Inc,Healthcare,94.62,0,,,0,2485.187204,8.075580451,0,0.326369259
MGM,MGM Resorts International,Consumer Cyclical,41.54,0.000240732,,,0.009999113,20017.31086,N/A,N/A,1.585928183
MGNX,Macrogenics Inc,Healthcare,20.48,0,,,0,1251.477258,0,N/A,1.195764026
MGPI,"MGP Ingredients, Inc.",Consumer Defensive,63.01,0.007596493,0,0.24573094,0.478655,1383.836395,24.21792399,0.152437898,0.738451756
MGRC,McGrath Rentcorp,Industrials,70.74,0.024597116,0.035714286,0.112730047,1.696075631,1715.109692,17.63028816,0.427223081,1.023373935
MGTA,Magenta Therapeutics Inc,Healthcare,7.79,0,,,0,456.239057,0,N/A,0.552151632
MGY,Magnolia Oil & Gas Corp,Energy,16.71,0.004787552,,,0.079999998,2929.783349,0,N/A,1.728473514
MGYR,Magyar Bancorp Inc.,Financial Services,10.85,0,,,0,77.01406,0,N/A,
MHH,Mastech Digital Inc,Industrials,19.09,0,,,0,218.351668,0,N/A,1.098079517
MHK,"Mohawk Industries, Inc.",Consumer Cyclical,181.82,0,,,0,12550.8966,12.22771801,0,1.423791248
MHLD,Maiden Holdings Ltd,Financial Services,3.39,0,,,0,292.964549,1.989207746,0,0.835859718
MHO,MI Homes Inc.,Consumer Cyclical,62.61,0,,,0,1835.608119,5.30380019,0,1.571916174
MIC,Macquarie Infrastructure Corp,Industrials,40.02,0,,,0,3515.844124,N/A,0,0.819741014
MICR,Micron Solutions Inc,Healthcare,2.95,0,,,0,9.746334,0,N/A,
MICT,MICT Inc,Technology,1.73,0,,,0,210.170014,0,N/A,0.998565043
MIDD,Middleby Corp.,Industrials,172.98,0,,,0,9622.253461,29.86413283,0,1.117953343
MIK,Michaels Companies Inc,Consumer Cyclical,21.97,0,,,0,0,0,0,
MIND,MIND Technology Inc,Technology,1.88,0,,,0,25.895316,N/A,0,0.828052929
MITK,Mitek Systems Inc,Technology,19.09,0,,,0,840.419534,75.24572786,0,1.360598974
MITT,AG Mortgage Investment Trust Inc,Real Estate,10.5,0.045182821,,,0.474419621,169.788276,N/A,N/A,1.130913418
MKC,"McCormick & Co., Inc.",Consumer Defensive,86.27,0.01576446,-0.451612903,-0.045881993,1.32147275,23010.88406,30.58737746,0.473646147,
MKL,Markel Corp,Financial Services,1209.53,0,,,0,16600.61419,6.369334932,0,1.033591582
MKSI,"MKS Instruments, Inc.",Technology,149.47,0.005608696,0.1,0.052918489,0.838331839,8288.394895,17.40893698,0.097707674,1.736841331
MKTX,MarketAxess Holdings Inc.,Financial Services,426,0.006197183,0.1,0.204797666,2.574778614,16180.62764,56.09469736,0.340579182,0.69529742
MLAB,"Mesa Laboratories, Inc.",Technology,313.42,0.001530561,,,0.479708516,1630.853389,384.2727118,0.597023667,0.52586087
MLHR,Herman Miller Inc.,Industrials,41.44,0.017983308,,,0.745228293,3139.043947,18.13428046,0.256092197,1.252545226
MLI,"Mueller Industries, Inc.",Industrials,41.49,0.011762113,0.3,0.053873952,0.488010079,2371.310789,9.445157904,0.10991218,1.279881954
MLM,"Martin Marietta Materials, Inc.",Basic Materials,342.73,0.00675331,0.070175439,0.077497097,2.314562007,21378.58368,27.84032254,0.188175773,0.943520137
MLND,Millendo Therapeutics Inc,Healthcare,1.06,0,,,0,20.185616,0,N/A,1.026421715
MLP,"Maui Land & Pineapple Co., Inc.",Real Estate,10.41,0,,,0,202.429383,N/A,0,0.949469888
MLR,Miller Industries Inc.,Consumer Cyclical,33.98,0.02104532,0,0.011497274,0.715119966,387.736537,0,N/A,0.789648757
MLSS,Milestone Scientific Inc.,Healthcare,2.01,0,,,0,135.00452,0,N/A,1.346121381
MLVF,Malvern Bancorp Inc,Financial Services,16.81,0,,,0,128.131132,0,N/A,
MMAC,MMA Capital Holdings Inc,Financial Services,27.77,0,,,0,0,0,0,
MMC,"Marsh & McLennan Cos., Inc.",Financial Services,155.83,0.012192774,0.150537634,0.094901304,1.919491213,78947.51945,31.66767728,0.395771384,0.703953662
MMI,Marcus & Millichap Inc,Real Estate,39.4,0,,,0,1559.424538,0,N/A,0.954737257
MMM,3M Co.,Industrials,181.49,0.032618877,0.006802721,0.059223841,5.843216234,105017.0565,17.64992547,0.575119708,0.452131014
MMS,Maximus Inc.,Industrials,83.71,0.013312485,0,0.44141522,1.114388115,5145.802955,16.99142787,0.229297966,0.923350325
MMSI,"Merit Medical Systems, Inc.",Healthcare,71.65,0,,,0,4031.783045,142.7533564,0,0.994253799
MN,Manning & Napier Inc,Financial Services,9.52,0.005252101,,,0.050000001,176.081996,0,N/A,0.387182087
MNKD,Mannkind Corp,Healthcare,4.53,0,,,0,1130.960606,N/A,0,1.233423616
MNOV,Medicinova Inc,Healthcare,3.92,0,,,0,191.955524,0,N/A,0.803630478
MNR,Monmouth Real Estate Investment Corp.,Real Estate,18.84,0.038216561,0.058823529,0.023836256,0.700050521,1852.01358,28.47805852,1.062937323,0.599497768
MNRL,Brigham Minerals Inc,Energy,19.33,0.059031719,,,1.141083128,874.522931,0,N/A,1.287812625
MNRO,Monro Inc,Consumer Cyclical,56.09,0.016658929,0.181818182,0.088691633,0.934399331,1879.32557,40.34878954,0.682043307,1.053189162
MNSB,MainStreet Bancshares Inc,Financial Services,23.52,0,,,0,177.592793,0,N/A,0.684557971
MNST,Monster Beverage Corp.,Consumer Defensive,94.64,0,,,0,50053.75315,32.53738311,0,0.905622991
MNTX,Manitex International Inc,Industrials,7.49,0,,,0,149.101408,131.2512392,0,0.877333764
MO,Altria Group Inc.,Consumer Defensive,48.61,0.074058836,0.046511628,0.080892578,3.390308533,89640.62657,19.7620429,1.38947071,0.740251041
MOBL,Mobile Iron Inc,Technology,7.04,0,,,0,0,0,N/A,
MOD,Modine Manufacturing Co.,Consumer Cyclical,11.24,0,,,0,581.703967,N/A,0,1.447316161
MODN,Model N Inc,Technology,35.74,0,,,0,1278.920267,0,N/A,0.876853938
MOFG,MidWestOne Financial Group Inc,Financial Services,28.31,0.031261197,0.022727273,0.070563684,0.885004494,449.423826,12.55198509,0.396863002,1.190220869
MOH,Molina Healthcare Inc,Healthcare,278.14,0,,,0,16243.376,25.7015443,0,0.883188802
MORN,Morningstar Inc,Financial Services,275.87,0.004567369,0.05,0.074428636,1.243753883,11880.77494,49.64803569,0.224504311,0.893830885
MOS,Mosaic Company,Basic Materials,33.61,0.00741783,0.5,-0.228837835,0.249313275,12768.33629,9.019734592,0.067381966,1.137483553
MOSY,Mosys Inc,Technology,5.63,0,,,0,48.757951,N/A,0,1.119543748
MOTS,Motus GI Holdings Inc,Healthcare,0.7442,0,,,0,35.901092,0,N/A,1.104170508
MOV,"Movado Group, Inc.",Consumer Cyclical,33.11,0.018079802,,,0.598622247,546.519256,7.394488568,0.190644028,1.215700186
MPAA,Motorcar Parts of America Inc.,Consumer Cyclical,18.75,0,,,0,358.482356,0,N/A,1.084750615
MPB,"Mid Penn Bancorp, Inc.",Financial Services,26.55,0.028679115,0.111111111,0.089976987,0.761430512,303.379841,0,N/A,0.670920361
MPC,Marathon Petroleum Corp,Energy,58.86,0.039415562,0,0.100082101,2.291885395,37564.5802,4.898875873,0.194227576,1.501625345
MPW,Medical Properties Trust Inc,Real Estate,20.07,0.055804684,0.037037037,0.040126207,1.088155791,11955.699,23.12693245,1.177402933,0.93984218
MPWR,Monolithic Power System Inc,Technology,497.52,0.004823927,0.2,0.24573094,2.194969904,22846.1184,114.7850036,0.523859166,1.676909301
MPX,Marine Products Corp,Consumer Cyclical,12.7,0.03275989,0.5,0.113824179,0.416050597,431.721946,16.0580973,0.52591404,1.237496043
MRAM,Everspin Technologies Inc,Technology,6.39,0,,,0,123.153965,0,N/A,1.510792703
MRBK,Meridian Corp,Financial Services,27.88,0.017462679,,,0.486859484,171.981209,0,N/A,0.477873846
MRC,MRC Global Inc,Energy,7.39,0,,,0,610.897579,N/A,0,1.955909604
MRCY,Mercury Systems Inc,Industrials,45.82,0,,,0,2607.631,42.02873767,0,1.033945175
MRIN,Marin Software Inc,Technology,5.66,0,,,0,87.541409,0,N/A,2.283042988
MRK,Merck & Co Inc,Healthcare,71.68,0.036272321,0.06557377,0.066996758,2.566135672,181448.9382,32.57611099,1.210441355,0.405134111
MRKR,Marker Therapeutics Inc,Healthcare,1.84,0,,,0,152.864762,0,N/A,1.510348047
MRLN,Marlin Business Services Corp,Financial Services,22.02,0.025171,0,0,0.554265416,264.822561,7.534284364,0.187886582,0.578930992
MRNS,Marinus Pharmaceuticals Inc,Healthcare,12.06,0,,,0,442.988342,0,N/A,
MRO,Marathon Oil Corporation,Energy,12,0.009966874,,,0.119602488,9460.786116,N/A,N/A,1.751789789
MRSN,Mersana Therapeutics Inc,Healthcare,9.89,0,,,0,709.721482,0,N/A,1.999411984
MRTN,"Marten Transport, Ltd.",Industrials,15.14,0.010529174,-0.92,0.098560543,0.15941169,1254.81728,16.28110442,0.172411518,0.961627043
MRTX,Mirati Therapeutics Inc,Healthcare,174.05,0,,,0,8985.016742,N/A,0,0.654117293
MRVL,Marvell Technology Inc,Technology,62.1,0.003864734,0,0,0.059999999,51143.26249,N/A,N/A,
MS,Morgan Stanley,Financial Services,101.75,0.027518428,1,0.284735157,1.73764013,185649.0889,14.00808035,0.230151011,1.135930613
MSA,MSA Safety Inc,Industrials,151.48,0.011618696,0.023255814,0.059223841,1.733103834,5936.445455,58.32853969,0.66915206,0.785017515
MSBI,Midland States Bancorp Inc,Financial Services,23.33,0.046705643,0.046728972,0.092388464,1.089642663,522.475397,11.09737254,0.526397422,0.796662201
MSCI,MSCI Inc,Financial Services,641.66,0.005255253,0.333333333,0.300094921,3.372085742,52899.92044,75.48332293,0.402877628,0.969223594
MSEX,Middlesex Water Co.,Utilities,105.74,0.010308303,0.063414634,0.052237942,1.085087611,1849.45192,47.72286526,0.493221641,0.746455874
MSFT,Microsoft Corporation,Technology,299.87,0.00827025,0.098039216,0.075040149,2.232933293,2253490.439,36.77907066,0.277383018,1.169999534
MSGN,MSG Networks Inc,Communication Services,14.17,0,,,0,615.8265,3.458980434,0,0.546654455
MSI,Motorola Solutions Inc,Technology,237.42,0.011903815,0.109375,0.086005684,2.826203839,40201.04653,34.83626216,0.424354931,0.908976038
MSM,"MSC Industrial Direct Co., Inc.",Industrials,78.79,0.038075898,0,0.107566343,2.933223929,3702.559088,18.1971656,0.808050669,0.855166844
MSN,Emerson Radio Corp.,Technology,1.22,0,,,0,25.672035,N/A,0,0.210150819
MSON,Misonix Inc,Healthcare,24.82,0,,,0,432.117317,N/A,0,1.264967077
MSTR,Microstrategy Inc.,Technology,614.29,0,,,0,5692.962675,N/A,0,1.8537063
MTB,M & T Bank Corp,Financial Services,137.55,0.031988368,0,0.094608784,4.351292693,17699.63497,10.58518436,0.334457547,1.205703893
MTCH,Match Group Inc.,Communication Services,157.14,0,,,0,43498.03764,73.93790235,0,1.417558751
MTD,"Mettler-Toledo International, Inc.",Healthcare,1545.18,0,,,0,35719.8318,50.13394163,0,0.898517231
MTDR,Matador Resources Co,Energy,30.84,0.002429818,,,0.074935597,3607.748257,N/A,N/A,2.121343486
MTEM,Molecular Templates Inc,Healthcare,5.99,0,,,0,336.292976,N/A,0,0.992703111
MTEX,Mannatech Inc,Consumer Defensive,32.92,0.020526319,-0.8,0.098560543,0.675726412,62.305906,9.345418677,0.215887032,
MTG,MGIC Investment Corp,Financial Services,14.92,0.017325774,,,0.258500548,5062.689552,8.649542299,0.159568239,1.384366363
MTH,Meritage Homes Corp.,Consumer Cyclical,105.6,0,,,0,3975.507994,7.08802107,0,1.299657578
MTN,Vail Resorts Inc.,Consumer Cyclical,308.5,0,,,0,12422.75729,107.9742144,0,0.882217561
MTNB,Matinas Biopharma Holdings Inc,Healthcare,1.1,0,,,0,236.215564,0,N/A,0.327945801
MTOR,Meritor Inc,Consumer Cyclical,22.33,0,,,0,1566.299956,11.34999968,0,1.412853751
MTRN,Materion Corp,Basic Materials,71.14,0.006593364,0.043478261,0.047831688,0.469051931,1453.934136,31.2526146,0.208467525,1.17778347
MTRX,Matrix Service Co.,Energy,9.99,0,,,0,266.70331,N/A,0,1.553710983
MTSC,MTS Systems Corp.,Technology,58.49,0,,,0,0,0,0,
MTSI,MACOM Technology Solutions Holdings Inc,Technology,63.34,0,,,0,4357.329491,113.6615581,0,1.855300663
MTW,"Manitowoc Co., Inc.",Industrials,21.58,0,,,0,755.413101,46.63043832,0,1.786391471
MTX,"Minerals Technologies, Inc.",Basic Materials,69.8,0.002862599,0,0,0.199809441,2344.802917,16.60625295,0.04826315,1.368833876
MTZ,Mastec Inc.,Industrials,89.61,0,,,0,6659.357024,17.9636458,0,1.168370656
MU,Micron Technology Inc.,Technology,74.3,0,,,0,83643.48951,20.25756588,0,1.512842548
MUR,Murphy Oil Corp.,Energy,21.13,0.023437403,0,-0.129449437,0.495232326,3263.210557,N/A,N/A,1.65643736
MUSA,Murphy USA Inc,Consumer Cyclical,166.72,0.004490971,,,0.748734693,4308.885069,13.81052907,0.067453576,0.566574167
MUX,McEwen Mining Inc,Basic Materials,1.11,0,,,0,509.698004,N/A,0,1.612671391
MVBF,MVB Financial Corp.,Financial Services,41,0.01092881,0.555555556,0.411359352,0.448081225,484.312951,0,N/A,0.783310515
MVIS,Microvision Inc.,Technology,12.83,0,,,0,2103.600911,N/A,0,
MWA,Mueller Water Products Inc,Industrials,15.79,0.013932869,0.047619048,0.128881321,0.218780703,2503.666111,31.81278413,0.441802712,1.061429441
MXIM,"Maxim Integrated Products, Inc.",Technology,103.14,0,,,0,0,0,0,
MXL,MaxLinear Inc,Technology,51.12,0,,,0,3909.12314,N/A,0,2.099849407
MYE,Myers Industries Inc.,Consumer Cyclical,19.7,0.034001458,0,0,0.669828723,712.624845,23.7106919,0.805372999,1.044803876
MYGN,"Myriad Genetics, Inc.",Healthcare,33.72,0,,,0,2632.026908,N/A,0,1.66595039
MYRG,MYR Group Inc,Industrials,103.12,0,,,0,1739.373506,22.71048723,0,1.449933173
NAII,"Natural Alternatives International, Inc.",Consumer Defensive,14.91,0,,,0,95.706962,0,N/A,0.974619738
NATH,"Nathan`s Famous, Inc.",Consumer Cyclical,61,0.022773374,,,1.389175834,251.010974,0,N/A,0.701951869
NATI,National Instruments Corp.,Technology,41.91,0.025285795,0.038461538,0.061858759,1.05972767,5573.23086,254.2996377,6.410935691,1.113054279
NATR,"Nature`s Sunshine Products, Inc.",Consumer Defensive,14.5,0,,,0,289.077394,12.47259758,0,1.040196656
NAV,Navistar International Corp.,Industrials,44.5,0,,,0,4438.643022,N/A,0,0.020363096
